vector,bit_lsb,bit_msb,width,wrapper_field,struct_name,signal,type_name
pi,1997,1997,1,regs,TLB_regs_t,regs.entry_global[19],reg1_t
pi,1998,1998,1,regs,TLB_regs_t,regs.entry_global[20],reg1_t
pi,1999,1999,1,regs,TLB_regs_t,regs.entry_global[21],reg1_t
pi,2000,2000,1,regs,TLB_regs_t,regs.entry_global[22],reg1_t
pi,2001,2001,1,regs,TLB_regs_t,regs.entry_global[23],reg1_t
pi,2002,2002,1,regs,TLB_regs_t,regs.entry_global[24],reg1_t
pi,2003,2003,1,regs,TLB_regs_t,regs.entry_global[25],reg1_t
pi,2004,2004,1,regs,TLB_regs_t,regs.entry_global[26],reg1_t
pi,2005,2005,1,regs,TLB_regs_t,regs.entry_global[27],reg1_t
pi,2006,2006,1,regs,TLB_regs_t,regs.entry_global[28],reg1_t
pi,2007,2007,1,regs,TLB_regs_t,regs.entry_global[29],reg1_t
pi,2008,2008,1,regs,TLB_regs_t,regs.entry_global[30],reg1_t
pi,2009,2009,1,regs,TLB_regs_t,regs.entry_global[31],reg1_t
pi,2010,2010,1,regs,TLB_regs_t,regs.entry_user[0],reg1_t
pi,2011,2011,1,regs,TLB_regs_t,regs.entry_user[1],reg1_t
pi,2012,2012,1,regs,TLB_regs_t,regs.entry_user[2],reg1_t
pi,2013,2013,1,regs,TLB_regs_t,regs.entry_user[3],reg1_t
pi,2014,2014,1,regs,TLB_regs_t,regs.entry_user[4],reg1_t
pi,2015,2015,1,regs,TLB_regs_t,regs.entry_user[5],reg1_t
pi,2016,2016,1,regs,TLB_regs_t,regs.entry_user[6],reg1_t
pi,2017,2017,1,regs,TLB_regs_t,regs.entry_user[7],reg1_t
pi,2018,2018,1,regs,TLB_regs_t,regs.entry_user[8],reg1_t
pi,2019,2019,1,regs,TLB_regs_t,regs.entry_user[9],reg1_t
pi,2020,2020,1,regs,TLB_regs_t,regs.entry_user[10],reg1_t
pi,2021,2021,1,regs,TLB_regs_t,regs.entry_user[11],reg1_t
pi,2022,2022,1,regs,TLB_regs_t,regs.entry_user[12],reg1_t
pi,2023,2023,1,regs,TLB_regs_t,regs.entry_user[13],reg1_t
pi,2024,2024,1,regs,TLB_regs_t,regs.entry_user[14],reg1_t
pi,2025,2025,1,regs,TLB_regs_t,regs.entry_user[15],reg1_t
pi,2026,2026,1,regs,TLB_regs_t,regs.entry_user[16],reg1_t
pi,2027,2027,1,regs,TLB_regs_t,regs.entry_user[17],reg1_t
pi,2028,2028,1,regs,TLB_regs_t,regs.entry_user[18],reg1_t
pi,2029,2029,1,regs,TLB_regs_t,regs.entry_user[19],reg1_t
pi,2030,2030,1,regs,TLB_regs_t,regs.entry_user[20],reg1_t
pi,2031,2031,1,regs,TLB_regs_t,regs.entry_user[21],reg1_t
pi,2032,2032,1,regs,TLB_regs_t,regs.entry_user[22],reg1_t
pi,2033,2033,1,regs,TLB_regs_t,regs.entry_user[23],reg1_t
pi,2034,2034,1,regs,TLB_regs_t,regs.entry_user[24],reg1_t
pi,2035,2035,1,regs,TLB_regs_t,regs.entry_user[25],reg1_t
pi,2036,2036,1,regs,TLB_regs_t,regs.entry_user[26],reg1_t
pi,2037,2037,1,regs,TLB_regs_t,regs.entry_user[27],reg1_t
pi,2038,2038,1,regs,TLB_regs_t,regs.entry_user[28],reg1_t
pi,2039,2039,1,regs,TLB_regs_t,regs.entry_user[29],reg1_t
pi,2040,2040,1,regs,TLB_regs_t,regs.entry_user[30],reg1_t
pi,2041,2041,1,regs,TLB_regs_t,regs.entry_user[31],reg1_t
pi,2042,2042,1,regs,TLB_regs_t,regs.entry_execute[0],reg1_t
pi,2043,2043,1,regs,TLB_regs_t,regs.entry_execute[1],reg1_t
pi,2044,2044,1,regs,TLB_regs_t,regs.entry_execute[2],reg1_t
pi,2045,2045,1,regs,TLB_regs_t,regs.entry_execute[3],reg1_t
pi,2046,2046,1,regs,TLB_regs_t,regs.entry_execute[4],reg1_t
pi,2047,2047,1,regs,TLB_regs_t,regs.entry_execute[5],reg1_t
pi,2048,2048,1,regs,TLB_regs_t,regs.entry_execute[6],reg1_t
pi,2049,2049,1,regs,TLB_regs_t,regs.entry_execute[7],reg1_t
pi,2050,2050,1,regs,TLB_regs_t,regs.entry_execute[8],reg1_t
pi,2051,2051,1,regs,TLB_regs_t,regs.entry_execute[9],reg1_t
pi,2052,2052,1,regs,TLB_regs_t,regs.entry_execute[10],reg1_t
pi,2053,2053,1,regs,TLB_regs_t,regs.entry_execute[11],reg1_t
pi,2054,2054,1,regs,TLB_regs_t,regs.entry_execute[12],reg1_t
pi,2055,2055,1,regs,TLB_regs_t,regs.entry_execute[13],reg1_t
pi,2056,2056,1,regs,TLB_regs_t,regs.entry_execute[14],reg1_t
pi,2057,2057,1,regs,TLB_regs_t,regs.entry_execute[15],reg1_t
pi,2058,2058,1,regs,TLB_regs_t,regs.entry_execute[16],reg1_t
pi,2059,2059,1,regs,TLB_regs_t,regs.entry_execute[17],reg1_t
pi,2060,2060,1,regs,TLB_regs_t,regs.entry_execute[18],reg1_t
pi,2061,2061,1,regs,TLB_regs_t,regs.entry_execute[19],reg1_t
pi,2062,2062,1,regs,TLB_regs_t,regs.entry_execute[20],reg1_t
pi,2063,2063,1,regs,TLB_regs_t,regs.entry_execute[21],reg1_t
pi,2064,2064,1,regs,TLB_regs_t,regs.entry_execute[22],reg1_t
pi,2065,2065,1,regs,TLB_regs_t,regs.entry_execute[23],reg1_t
pi,2066,2066,1,regs,TLB_regs_t,regs.entry_execute[24],reg1_t
pi,2067,2067,1,regs,TLB_regs_t,regs.entry_execute[25],reg1_t
pi,2068,2068,1,regs,TLB_regs_t,regs.entry_execute[26],reg1_t
pi,2069,2069,1,regs,TLB_regs_t,regs.entry_execute[27],reg1_t
pi,2070,2070,1,regs,TLB_regs_t,regs.entry_execute[28],reg1_t
pi,2071,2071,1,regs,TLB_regs_t,regs.entry_execute[29],reg1_t
pi,2072,2072,1,regs,TLB_regs_t,regs.entry_execute[30],reg1_t
pi,2073,2073,1,regs,TLB_regs_t,regs.entry_execute[31],reg1_t
pi,2074,2074,1,regs,TLB_regs_t,regs.entry_write[0],reg1_t
pi,2075,2075,1,regs,TLB_regs_t,regs.entry_write[1],reg1_t
pi,2076,2076,1,regs,TLB_regs_t,regs.entry_write[2],reg1_t
pi,2077,2077,1,regs,TLB_regs_t,regs.entry_write[3],reg1_t
pi,2078,2078,1,regs,TLB_regs_t,regs.entry_write[4],reg1_t
pi,2079,2079,1,regs,TLB_regs_t,regs.entry_write[5],reg1_t
pi,2080,2080,1,regs,TLB_regs_t,regs.entry_write[6],reg1_t
pi,2081,2081,1,regs,TLB_regs_t,regs.entry_write[7],reg1_t
pi,2082,2082,1,regs,TLB_regs_t,regs.entry_write[8],reg1_t
pi,2083,2083,1,regs,TLB_regs_t,regs.entry_write[9],reg1_t
pi,2084,2084,1,regs,TLB_regs_t,regs.entry_write[10],reg1_t
pi,2085,2085,1,regs,TLB_regs_t,regs.entry_write[11],reg1_t
pi,2086,2086,1,regs,TLB_regs_t,regs.entry_write[12],reg1_t
pi,2087,2087,1,regs,TLB_regs_t,regs.entry_write[13],reg1_t
pi,2088,2088,1,regs,TLB_regs_t,regs.entry_write[14],reg1_t
pi,2089,2089,1,regs,TLB_regs_t,regs.entry_write[15],reg1_t
pi,2090,2090,1,regs,TLB_regs_t,regs.entry_write[16],reg1_t
pi,2091,2091,1,regs,TLB_regs_t,regs.entry_write[17],reg1_t
pi,2092,2092,1,regs,TLB_regs_t,regs.entry_write[18],reg1_t
pi,2093,2093,1,regs,TLB_regs_t,regs.entry_write[19],reg1_t
pi,2094,2094,1,regs,TLB_regs_t,regs.entry_write[20],reg1_t
pi,2095,2095,1,regs,TLB_regs_t,regs.entry_write[21],reg1_t
pi,2096,2096,1,regs,TLB_regs_t,regs.entry_write[22],reg1_t
pi,2097,2097,1,regs,TLB_regs_t,regs.entry_write[23],reg1_t
pi,2098,2098,1,regs,TLB_regs_t,regs.entry_write[24],reg1_t
pi,2099,2099,1,regs,TLB_regs_t,regs.entry_write[25],reg1_t
pi,2100,2100,1,regs,TLB_regs_t,regs.entry_write[26],reg1_t
pi,2101,2101,1,regs,TLB_regs_t,regs.entry_write[27],reg1_t
pi,2102,2102,1,regs,TLB_regs_t,regs.entry_write[28],reg1_t
pi,2103,2103,1,regs,TLB_regs_t,regs.entry_write[29],reg1_t
pi,2104,2104,1,regs,TLB_regs_t,regs.entry_write[30],reg1_t
pi,2105,2105,1,regs,TLB_regs_t,regs.entry_write[31],reg1_t
pi,2106,2106,1,regs,TLB_regs_t,regs.entry_read[0],reg1_t
pi,2107,2107,1,regs,TLB_regs_t,regs.entry_read[1],reg1_t
pi,2108,2108,1,regs,TLB_regs_t,regs.entry_read[2],reg1_t
pi,2109,2109,1,regs,TLB_regs_t,regs.entry_read[3],reg1_t
pi,2110,2110,1,regs,TLB_regs_t,regs.entry_read[4],reg1_t
pi,2111,2111,1,regs,TLB_regs_t,regs.entry_read[5],reg1_t
pi,2112,2112,1,regs,TLB_regs_t,regs.entry_read[6],reg1_t
pi,2113,2113,1,regs,TLB_regs_t,regs.entry_read[7],reg1_t
pi,2114,2114,1,regs,TLB_regs_t,regs.entry_read[8],reg1_t
pi,2115,2115,1,regs,TLB_regs_t,regs.entry_read[9],reg1_t
pi,2116,2116,1,regs,TLB_regs_t,regs.entry_read[10],reg1_t
pi,2117,2117,1,regs,TLB_regs_t,regs.entry_read[11],reg1_t
pi,2118,2118,1,regs,TLB_regs_t,regs.entry_read[12],reg1_t
pi,2119,2119,1,regs,TLB_regs_t,regs.entry_read[13],reg1_t
pi,2120,2120,1,regs,TLB_regs_t,regs.entry_read[14],reg1_t
pi,2121,2121,1,regs,TLB_regs_t,regs.entry_read[15],reg1_t
pi,2122,2122,1,regs,TLB_regs_t,regs.entry_read[16],reg1_t
pi,2123,2123,1,regs,TLB_regs_t,regs.entry_read[17],reg1_t
pi,2124,2124,1,regs,TLB_regs_t,regs.entry_read[18],reg1_t
pi,2125,2125,1,regs,TLB_regs_t,regs.entry_read[19],reg1_t
pi,2126,2126,1,regs,TLB_regs_t,regs.entry_read[20],reg1_t
pi,2127,2127,1,regs,TLB_regs_t,regs.entry_read[21],reg1_t
pi,2128,2128,1,regs,TLB_regs_t,regs.entry_read[22],reg1_t
pi,2129,2129,1,regs,TLB_regs_t,regs.entry_read[23],reg1_t
pi,2130,2130,1,regs,TLB_regs_t,regs.entry_read[24],reg1_t
pi,2131,2131,1,regs,TLB_regs_t,regs.entry_read[25],reg1_t
pi,2132,2132,1,regs,TLB_regs_t,regs.entry_read[26],reg1_t
pi,2133,2133,1,regs,TLB_regs_t,regs.entry_read[27],reg1_t
pi,2134,2134,1,regs,TLB_regs_t,regs.entry_read[28],reg1_t
pi,2135,2135,1,regs,TLB_regs_t,regs.entry_read[29],reg1_t
pi,2136,2136,1,regs,TLB_regs_t,regs.entry_read[30],reg1_t
pi,2137,2137,1,regs,TLB_regs_t,regs.entry_read[31],reg1_t
pi,2138,2138,1,regs,TLB_regs_t,regs.entry_valid[0],reg1_t
pi,2139,2139,1,regs,TLB_regs_t,regs.entry_valid[1],reg1_t
pi,2140,2140,1,regs,TLB_regs_t,regs.entry_valid[2],reg1_t
pi,2141,2141,1,regs,TLB_regs_t,regs.entry_valid[3],reg1_t
pi,2142,2142,1,regs,TLB_regs_t,regs.entry_valid[4],reg1_t
pi,2143,2143,1,regs,TLB_regs_t,regs.entry_valid[5],reg1_t
pi,2144,2144,1,regs,TLB_regs_t,regs.entry_valid[6],reg1_t
pi,2145,2145,1,regs,TLB_regs_t,regs.entry_valid[7],reg1_t
pi,2146,2146,1,regs,TLB_regs_t,regs.entry_valid[8],reg1_t
pi,2147,2147,1,regs,TLB_regs_t,regs.entry_valid[9],reg1_t
pi,2148,2148,1,regs,TLB_regs_t,regs.entry_valid[10],reg1_t
pi,2149,2149,1,regs,TLB_regs_t,regs.entry_valid[11],reg1_t
pi,2150,2150,1,regs,TLB_regs_t,regs.entry_valid[12],reg1_t
pi,2151,2151,1,regs,TLB_regs_t,regs.entry_valid[13],reg1_t
pi,2152,2152,1,regs,TLB_regs_t,regs.entry_valid[14],reg1_t
pi,2153,2153,1,regs,TLB_regs_t,regs.entry_valid[15],reg1_t
pi,2154,2154,1,regs,TLB_regs_t,regs.entry_valid[16],reg1_t
pi,2155,2155,1,regs,TLB_regs_t,regs.entry_valid[17],reg1_t
pi,2156,2156,1,regs,TLB_regs_t,regs.entry_valid[18],reg1_t
pi,2157,2157,1,regs,TLB_regs_t,regs.entry_valid[19],reg1_t
pi,2158,2158,1,regs,TLB_regs_t,regs.entry_valid[20],reg1_t
pi,2159,2159,1,regs,TLB_regs_t,regs.entry_valid[21],reg1_t
pi,2160,2160,1,regs,TLB_regs_t,regs.entry_valid[22],reg1_t
pi,2161,2161,1,regs,TLB_regs_t,regs.entry_valid[23],reg1_t
pi,2162,2162,1,regs,TLB_regs_t,regs.entry_valid[24],reg1_t
pi,2163,2163,1,regs,TLB_regs_t,regs.entry_valid[25],reg1_t
pi,2164,2164,1,regs,TLB_regs_t,regs.entry_valid[26],reg1_t
pi,2165,2165,1,regs,TLB_regs_t,regs.entry_valid[27],reg1_t
pi,2166,2166,1,regs,TLB_regs_t,regs.entry_valid[28],reg1_t
pi,2167,2167,1,regs,TLB_regs_t,regs.entry_valid[29],reg1_t
pi,2168,2168,1,regs,TLB_regs_t,regs.entry_valid[30],reg1_t
pi,2169,2169,1,regs,TLB_regs_t,regs.entry_valid[31],reg1_t
pi,2170,2170,1,regs,TLB_regs_t,regs.plru_tree[0],reg1_t
pi,2171,2171,1,regs,TLB_regs_t,regs.plru_tree[1],reg1_t
pi,2172,2172,1,regs,TLB_regs_t,regs.plru_tree[2],reg1_t
pi,2173,2173,1,regs,TLB_regs_t,regs.plru_tree[3],reg1_t
pi,2174,2174,1,regs,TLB_regs_t,regs.plru_tree[4],reg1_t
pi,2175,2175,1,regs,TLB_regs_t,regs.plru_tree[5],reg1_t
pi,2176,2176,1,regs,TLB_regs_t,regs.plru_tree[6],reg1_t
pi,2177,2177,1,regs,TLB_regs_t,regs.plru_tree[7],reg1_t
pi,2178,2178,1,regs,TLB_regs_t,regs.plru_tree[8],reg1_t
pi,2179,2179,1,regs,TLB_regs_t,regs.plru_tree[9],reg1_t
pi,2180,2180,1,regs,TLB_regs_t,regs.plru_tree[10],reg1_t
pi,2181,2181,1,regs,TLB_regs_t,regs.plru_tree[11],reg1_t
pi,2182,2182,1,regs,TLB_regs_t,regs.plru_tree[12],reg1_t
pi,2183,2183,1,regs,TLB_regs_t,regs.plru_tree[13],reg1_t
pi,2184,2184,1,regs,TLB_regs_t,regs.plru_tree[14],reg1_t
pi,2185,2185,1,regs,TLB_regs_t,regs.plru_tree[15],reg1_t
pi,2186,2186,1,regs,TLB_regs_t,regs.plru_tree[16],reg1_t
pi,2187,2187,1,regs,TLB_regs_t,regs.plru_tree[17],reg1_t
pi,2188,2188,1,regs,TLB_regs_t,regs.plru_tree[18],reg1_t
pi,2189,2189,1,regs,TLB_regs_t,regs.plru_tree[19],reg1_t
pi,2190,2190,1,regs,TLB_regs_t,regs.plru_tree[20],reg1_t
pi,2191,2191,1,regs,TLB_regs_t,regs.plru_tree[21],reg1_t
pi,2192,2192,1,regs,TLB_regs_t,regs.plru_tree[22],reg1_t
pi,2193,2193,1,regs,TLB_regs_t,regs.plru_tree[23],reg1_t
pi,2194,2194,1,regs,TLB_regs_t,regs.plru_tree[24],reg1_t
pi,2195,2195,1,regs,TLB_regs_t,regs.plru_tree[25],reg1_t
pi,2196,2196,1,regs,TLB_regs_t,regs.plru_tree[26],reg1_t
pi,2197,2197,1,regs,TLB_regs_t,regs.plru_tree[27],reg1_t
pi,2198,2198,1,regs,TLB_regs_t,regs.plru_tree[28],reg1_t
pi,2199,2199,1,regs,TLB_regs_t,regs.plru_tree[29],reg1_t
pi,2200,2200,1,regs,TLB_regs_t,regs.plru_tree[30],reg1_t
pi,2201,2206,6,regs,TLB_regs_t,regs.replace_idx_r,reg6_t
pi,2207,2207,1,regs,TLB_regs_t,regs.ifu_pending_r,reg1_t
pi,2208,2215,8,regs,TLB_regs_t,regs.ifu_delay_r,reg8_t
pi,2216,2235,20,regs,TLB_regs_t,regs.ifu_vtag_r,reg20_t
pi,2236,2237,2,regs,TLB_regs_t,regs.ifu_op_type_r,reg2_t
pi,2238,2238,1,regs,TLB_regs_t,regs.lsu_pending_r[0],reg1_t
pi,2239,2239,1,regs,TLB_regs_t,regs.lsu_pending_r[1],reg1_t
pi,2240,2240,1,regs,TLB_regs_t,regs.lsu_pending_r[2],reg1_t
pi,2241,2241,1,regs,TLB_regs_t,regs.lsu_pending_r[3],reg1_t
pi,2242,2249,8,regs,TLB_regs_t,regs.lsu_delay_r[0],reg8_t
pi,2250,2257,8,regs,TLB_regs_t,regs.lsu_delay_r[1],reg8_t
pi,2258,2265,8,regs,TLB_regs_t,regs.lsu_delay_r[2],reg8_t
pi,2266,2273,8,regs,TLB_regs_t,regs.lsu_delay_r[3],reg8_t
pi,2274,2293,20,regs,TLB_regs_t,regs.lsu_vtag_r[0],reg20_t
pi,2294,2313,20,regs,TLB_regs_t,regs.lsu_vtag_r[1],reg20_t
pi,2314,2333,20,regs,TLB_regs_t,regs.lsu_vtag_r[2],reg20_t
pi,2334,2353,20,regs,TLB_regs_t,regs.lsu_vtag_r[3],reg20_t
pi,2354,2355,2,regs,TLB_regs_t,regs.lsu_op_type_r[0],reg2_t
pi,2356,2357,2,regs,TLB_regs_t,regs.lsu_op_type_r[1],reg2_t
pi,2358,2359,2,regs,TLB_regs_t,regs.lsu_op_type_r[2],reg2_t
pi,2360,2361,2,regs,TLB_regs_t,regs.lsu_op_type_r[3],reg2_t
pi,2362,2362,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_resp_valid,wire1_t
pi,2363,2363,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_hit,wire1_t
pi,2364,2369,6,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_hit_index,wire6_t
pi,2370,2379,10,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_vpn1,wire10_t
pi,2380,2389,10,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_vpn0,wire10_t
pi,2390,2401,12,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_ppn1,wire12_t
pi,2402,2411,10,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_ppn0,wire10_t
pi,2412,2420,9,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_asid,wire9_t
pi,2421,2421,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_megapage,wire1_t
pi,2422,2422,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_dirty,wire1_t
pi,2423,2423,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_accessed,wire1_t
pi,2424,2424,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_global,wire1_t
pi,2425,2425,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_user,wire1_t
pi,2426,2426,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_execute,wire1_t
pi,2427,2427,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_write,wire1_t
pi,2428,2428,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_read,wire1_t
pi,2429,2429,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_valid,wire1_t
pi,2430,2430,1,lookup_in,TLB_lookup_in_t,lookup_in.ifu_lookup_pte_valid,wire1_t
pi,2431,2431,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_resp_valid[0],wire1_t
pi,2432,2432,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_resp_valid[1],wire1_t
pi,2433,2433,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_resp_valid[2],wire1_t
pi,2434,2434,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_resp_valid[3],wire1_t
pi,2435,2435,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_hit[0],wire1_t
pi,2436,2436,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_hit[1],wire1_t
pi,2437,2437,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_hit[2],wire1_t
pi,2438,2438,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_hit[3],wire1_t
pi,2439,2444,6,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_hit_index[0],wire6_t
pi,2445,2450,6,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_hit_index[1],wire6_t
pi,2451,2456,6,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_hit_index[2],wire6_t
pi,2457,2462,6,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_hit_index[3],wire6_t
pi,2463,2472,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_vpn1[0],wire10_t
pi,2473,2482,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_vpn1[1],wire10_t
pi,2483,2492,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_vpn1[2],wire10_t
pi,2493,2502,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_vpn1[3],wire10_t
pi,2503,2512,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_vpn0[0],wire10_t
pi,2513,2522,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_vpn0[1],wire10_t
pi,2523,2532,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_vpn0[2],wire10_t
pi,2533,2542,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_vpn0[3],wire10_t
pi,2543,2554,12,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_ppn1[0],wire12_t
pi,2555,2566,12,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_ppn1[1],wire12_t
pi,2567,2578,12,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_ppn1[2],wire12_t
pi,2579,2590,12,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_ppn1[3],wire12_t
pi,2591,2600,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_ppn0[0],wire10_t
pi,2601,2610,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_ppn0[1],wire10_t
pi,2611,2620,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_ppn0[2],wire10_t
pi,2621,2630,10,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_ppn0[3],wire10_t
pi,2631,2639,9,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_asid[0],wire9_t
pi,2640,2648,9,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_asid[1],wire9_t
pi,2649,2657,9,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_asid[2],wire9_t
pi,2658,2666,9,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_asid[3],wire9_t
pi,2667,2667,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_megapage[0],wire1_t
pi,2668,2668,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_megapage[1],wire1_t
pi,2669,2669,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_megapage[2],wire1_t
pi,2670,2670,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_megapage[3],wire1_t
pi,2671,2671,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_dirty[0],wire1_t
pi,2672,2672,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_dirty[1],wire1_t
pi,2673,2673,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_dirty[2],wire1_t
pi,2674,2674,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_dirty[3],wire1_t
pi,2675,2675,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_accessed[0],wire1_t
pi,2676,2676,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_accessed[1],wire1_t
pi,2677,2677,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_accessed[2],wire1_t
pi,2678,2678,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_accessed[3],wire1_t
pi,2679,2679,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_global[0],wire1_t
pi,2680,2680,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_global[1],wire1_t
pi,2681,2681,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_global[2],wire1_t
pi,2682,2682,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_global[3],wire1_t
pi,2683,2683,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_user[0],wire1_t
pi,2684,2684,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_user[1],wire1_t
pi,2685,2685,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_user[2],wire1_t
pi,2686,2686,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_user[3],wire1_t
pi,2687,2687,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_execute[0],wire1_t
pi,2688,2688,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_execute[1],wire1_t
pi,2689,2689,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_execute[2],wire1_t
pi,2690,2690,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_execute[3],wire1_t
pi,2691,2691,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_write[0],wire1_t
pi,2692,2692,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_write[1],wire1_t
pi,2693,2693,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_write[2],wire1_t
pi,2694,2694,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_write[3],wire1_t
pi,2695,2695,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_read[0],wire1_t
pi,2696,2696,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_read[1],wire1_t
pi,2697,2697,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_read[2],wire1_t
pi,2698,2698,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_read[3],wire1_t
pi,2699,2699,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_valid[0],wire1_t
pi,2700,2700,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_valid[1],wire1_t
pi,2701,2701,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_valid[2],wire1_t
pi,2702,2702,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_valid[3],wire1_t
pi,2703,2703,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_pte_valid[0],wire1_t
pi,2704,2704,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_pte_valid[1],wire1_t
pi,2705,2705,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_pte_valid[2],wire1_t
pi,2706,2706,1,lookup_in,TLB_lookup_in_t,lookup_in.lsu_lookup_pte_valid[3],wire1_t
